normalized_price,Author,date_of_birth,Currency,hasAfter,circleOf,mannerOf,hasFollowers,sale_date,Sign,Technique,Material,Nazi,Framed,square_m,ExhibitedNum,ProvenanceNum,LiteratureNum,CataloguingLength,City,century,nationality,sex,style,repeat_sale,feature1,feature2,day_of_week,month,isUntitled,isNumbered,normalized_estimateto,log_normalized_price,log_normalized_estimateto
104337,Rene Magritte,1898,EUR,1,0,0,0,2019-03-28 00:00:00,1,graphite,paper,0,0,0.0597,1,3,4,0,paris,20,Belgian,M,surrealism,1,�,�,Thursday,3,0,0,70224,11.5554,11.1594
9316.17,Henri de Toulouse-Lautrec,1864,GBP,1,0,0,0,2016-05-02 00:00:00,1,pencil,paper,0,0,0.0271,0,4,1,0,london,19,French,M,post-impressionism,1,earl,disabled,Friday,2,0,0,6203.95,9.13951,8.73294
231016,Tom Wesselmann,1931,GBP,0,0,0,0,2007-09-02 00:00:00,1,oil,canvas,0,0,0.08,0,2,0,0,london,20,American,M,pop-art,1,�,�,Friday,2,0,1,127668,12.3502,11.7572
135501,Camille Pissarro,1830,EUR,1,1,0,0,2015-03-25 00:00:00,1,chalk,paper,0,0,0.0705,3,4,1,1552,paris,19,French,M,impressionism,1,�,�,Wednesday,3,0,0,88371.3,11.8167,11.3893
3.09138e+06,Claude Monet,1840,USD,1,0,1,1,2018-08-05 00:00:00,1,oil,canvas,0,0,0.2845,4,7,4,0,new york,19,French,M,impressionism,1,�,�,Tuesday,5,0,0,3.05437e+06,14.9441,14.9321
157033,Norman Rockwell,1894,USD,1,0,0,0,2013-05-12 00:00:00,1,oil,board,0,0,0.0915,0,4,0,302,new york,20,American,M,realism,1,�,�,Thursday,12,0,0,131693,11.9642,11.7882
478125,Roy Lichtenstein,1923,USD,1,0,0,0,2009-11-11 00:00:00,1,ink,paper,0,0,0.0272,0,3,0,105,new york,20,American,M,pop-art,1,�,�,Wednesday,11,0,0,238334,13.0776,12.3814
1.84081e+06,Pablo Picasso,1881,GBP,1,0,0,0,2011-09-02 00:00:00,1,oil,canvas,0,0,0.1754,0,4,2,1863,london,20,Spaniard,M,cubism,1,migrant,�,Wednesday,2,0,0,1.02971e+06,14.4257,13.8448
7222.53,Camille Pissarro,1830,USD,1,1,0,0,2003-02-27 00:00:00,1,watercolor,paper,0,0,0.014,0,2,0,89,new york,19,French,M,impressionism,1,�,�,Thursday,2,0,0,6948.79,8.88496,8.84632
1.25326e+06,Ernst Ludwig Kirchner,1880,GBP,0,0,0,0,2017-02-28 00:00:00,1,oil,canvas,0,0,0.3974,5,1,3,6504,london,20,German,M,expressionism,1,suicide,�,Tuesday,2,0,0,1.3499e+06,14.0413,14.1155
42886.4,Francis Bacon,1909,GBP,1,0,0,0,2014-09-17 00:00:00,1,lithograph,paper,0,0,0.2875,0,0,1,0,london,20,English,M,expressionism,1,self-taught,homosexual,Wednesday,9,0,1,27954.1,10.6663,10.2383
80936.8,Maurice de Vlaminck,1876,EUR,1,0,0,0,2018-03-23 00:00:00,1,oil,toile,0,0,0.1723,0,3,0,156,paris,20,French,M,fauvism,1,�,�,Friday,3,0,0,59580.5,11.3014,10.9951
1.06348e+06,Paul Signac,1863,USD,1,0,0,0,2018-12-11 00:00:00,1,oil,canvas,0,0,0.5429,0,15,6,3410,new york,19,French,M,neo-impressionism,1,�,�,Monday,11,0,1,865404,13.8771,13.671
71927.5,Jean-Michel Basquiat,1960,USD,1,0,0,0,2005-12-05 00:00:00,0,ink,paper,0,0,0.1497,0,1,0,0,new york,20,Afro-American,M,neo-expressionism,1,�,�,Thursday,5,1,0,91637.4,11.1834,11.4256
50250.5,Paul Cezanne,1839,USD,1,0,0,0,2013-05-11 00:00:00,0,pencil,paper,0,0,0.0711,0,2,5,296,new york,19,French,M,post-impressionism,1,�,�,Tuesday,11,0,0,54872.2,10.8248,10.9128
394272,Camille Pissarro,1830,GBP,1,1,0,0,2017-06-28 00:00:00,1,oil,canvas,0,0,0.1878,0,7,3,3231,london,19,French,M,impressionism,1,�,�,Wednesday,6,0,0,472466,12.8848,13.0657
538545,Pierre Bonnard,1867,USD,1,0,0,0,2012-02-05 00:00:00,1,oil,canvas,0,0,0.1193,0,6,1,3044,new york,20,French,M,nabism,1,�,�,Wednesday,5,0,0,334056,13.1966,12.7191
7243.69,Edgar Degas,1834,EUR,1,0,0,1,2017-03-23 00:00:00,1,graphite,paper,0,0,0.0301,0,5,0,90,paris,19,French,M,impressionism,1,�,�,Thursday,3,0,0,3662.15,8.88789,8.20581
2.21515e+06,Andy Warhol,1928,USD,0,0,0,0,2010-10-11 00:00:00,1,ink,canvas,0,0,0.2065,0,2,1,2477,new york,20,American,M,pop-art,1,homosexual,�,Wednesday,11,0,1,937954,14.6108,13.7515
198794,Gustave Caillebotte,1848,USD,0,0,0,0,2015-05-15 00:00:00,1,oil,canvas,0,0,0.1327,3,4,3,67,new york,19,French,M,impressionism,1,philatelist,�,Friday,5,0,0,323594,12.2,12.6872
701756,Pierre-Auguste Renoir,1841,EUR,0,0,0,0,2016-03-31 00:00:00,1,oil,toile,0,0,0.2188,0,3,2,4485,paris,19,French,M,impressionism,1,�,�,Thursday,3,0,0,623359,13.4613,13.3429
5.85251e+06,Joan Miro,1893,GBP,0,0,0,0,2018-02-27 00:00:00,1,oil,canvas,0,0,1.0331,3,7,1,10039,london,20,Catalonian,M,abstractionism,1,migrant,�,Tuesday,2,0,0,3.95315e+06,15.5824,15.19
356343,Sir Lawrence Alma-Tadema,1836,GBP,1,1,1,0,2001-11-28 00:00:00,1,oil,panel,0,0,0.2451,5,5,6,1163,london,19,Netherlander,M,academicism,1,migrant,�,Wednesday,11,0,0,373743,12.7836,12.8313
169101,Rene Magritte,1898,USD,1,0,0,0,2000-09-11 00:00:00,1,ink,paper,0,0,0.048,0,0,0,1962,new york,20,Belgian,M,surrealism,1,�,�,Thursday,11,1,0,118772,12.0383,11.685
4792.22,Damien Hirst,1965,GBP,0,0,0,0,2015-09-17 00:00:00,1,print,paper,0,0,0.3796,0,0,0,0,london,21,English,M,installation,1,coeval,�,Thursday,9,0,1,4188.14,8.47475,8.34001
302972,Pablo Picasso,1881,EUR,1,0,0,0,2019-10-18 00:00:00,1,gouache,panel,0,0,0.0563,1,3,6,121,paris,20,Spaniard,M,cubism,1,migrant,�,Friday,10,0,0,351120,12.6214,12.7689
443260,Lucian Freud,1922,GBP,0,0,0,0,2009-10-16 00:00:00,1,pencil,paper,0,0,0.0615,0,2,0,0,london,20,German,M,expressionism,1,�,�,Friday,10,0,0,231350,13.0019,12.3517
45150.8,Damien Hirst,1965,GBP,0,0,0,0,2002-10-23 00:00:00,1,print,paper,0,0,1.5484,0,2,4,75,london,21,English,M,installation,1,coeval,�,Wednesday,10,0,0,36790.8,10.7178,10.513
1.44701e+06,Pablo Picasso,1881,USD,1,0,0,0,2002-07-11 00:00:00,1,oil,canvas,0,0,1.2647,4,5,1,3464,new york,20,Spaniard,M,cubism,1,migrant,�,Thursday,11,0,0,1.70557e+06,14.185,14.3494
1.25091e+07,Egon Schiele,1890,GBP,1,0,0,1,2007-06-02 00:00:00,0,oil,canvas,0,0,0.1973,11,6,11,4621,london,20,Austrian,M,expressionism,1,�,�,Tuesday,2,0,0,9.5751e+06,16.342,16.0747
4.13815e+06,Edgar Degas,1834,USD,1,0,0,1,2019-05-13 00:00:00,1,pastel,board,0,0,0.3959,2,4,3,7641,new york,19,French,M,impressionism,1,�,�,Monday,5,0,0,6e+06,15.2358,15.6073
3592.83,Georges Braque,1882,GBP,1,0,0,0,2002-04-18 00:00:00,1,lithograph,paper,0,0,0.0196,0,0,0,0,london,20,French,M,cubism,1,�,�,Thursday,4,0,1,2207.44,8.1867,7.69959
3488.79,Takashi Murakami,1962,GBP,0,0,0,0,2015-04-22 00:00:00,1,lithograph,paper,0,0,0.3911,0,0,0,0,london,21,Japanese,M,neo-pop / post-pop,1,coeval,�,Wednesday,4,0,1,2792.1,8.15731,7.93455
129596,Takashi Murakami,1962,USD,0,0,0,0,2004-12-05 00:00:00,1,acrylic,panel,0,0,0.1652,1,1,0,0,new york,21,Japanese,M,neo-pop / post-pop,1,coeval,�,Wednesday,5,0,0,60908.4,11.7722,11.0171
84807.5,Willem de Kooning,1904,USD,0,0,0,0,2020-05-03 00:00:00,1,graphite,paper,0,0,0.1473,0,3,0,0,new york,20,Netherlander,M,abstract expressionism,1,migrant,�,Thursday,3,0,0,80000,11.3481,11.2898
6685.31,Willem de Kooning,1904,GBP,0,0,0,0,2016-05-19 00:00:00,1,lithograph,paper,0,0,0.3008,0,0,1,0,london,20,Netherlander,M,abstract expressionism,1,migrant,�,Thursday,5,0,1,8271.93,8.80767,9.02062
5411.39,Takashi Murakami,1962,GBP,0,0,0,0,2004-10-21 00:00:00,1,ink,paper,0,0,0.4761,0,0,0,0,london,21,Japanese,M,neo-pop / post-pop,1,coeval,�,Thursday,10,0,1,2627.71,8.59626,7.87387
3.63998e+07,Pablo Picasso,1881,USD,1,0,0,0,2017-05-15 00:00:00,1,oil,canvas,0,0,1.1575,5,7,3,13333,new york,20,Spaniard,M,cubism,1,migrant,�,Monday,5,0,0,3.12897e+07,17.4101,17.2588
480709,Giorgio de Chirico,1888,USD,1,0,0,0,2002-08-05 00:00:00,1,oil,canvas,0,0,0.2994,0,2,0,0,new york,20,Italian,M,metaphysical art,1,�,�,Wednesday,5,0,0,312687,13.083,12.653
114930,Donald Judd,1928,GBP,0,0,0,0,2006-03-29 00:00:00,1,woodcut,linen,0,0,0.48,0,0,0,0,london,20,American,M,minimalism,1,sculptor,�,Wednesday,3,1,1,24620.6,11.6521,10.1113
37027.3,Camille Pissarro,1830,USD,1,1,0,0,2004-04-11 00:00:00,1,watercolor,paper,0,0,0.0367,0,5,0,0,new york,19,French,M,impressionism,1,�,�,Thursday,11,0,0,24363.4,10.5194,10.1008
441014,Pierre-Auguste Renoir,1841,EUR,0,0,0,0,2015-03-26 00:00:00,0,charcoal,paper,0,0,0.3055,0,3,1,2314,paris,19,French,M,impressionism,1,�,�,Thursday,3,0,0,315612,12.9968,12.6623
11939.2,Paul Signac,1863,USD,1,0,0,0,2017-05-16 00:00:00,1,watercolor,paper,0,0,0.0399,0,4,0,66,new york,19,French,M,neo-impressionism,1,�,�,Tuesday,5,0,0,12515.9,9.38759,9.43475
43156.5,Henri de Toulouse-Lautrec,1864,USD,1,0,0,0,2005-02-11 00:00:00,0,pencil,paper,0,0,0.0403,0,5,3,0,new york,19,French,M,post-impressionism,1,earl,disabled,Wednesday,11,0,0,39273.2,10.6726,10.5783
101061,Fernand Leger,1881,GBP,1,0,0,0,2017-01-03 00:00:00,1,ink,card,0,0,0.0263,0,4,0,482,london,20,French,M,cubism,1,communist,�,Wednesday,3,0,0,40497.1,11.5235,10.609
9667.83,Tom Wesselmann,1931,GBP,0,0,0,0,2008-01-10 00:00:00,1,print,board,0,0,0.3749,0,0,0,0,london,20,American,M,pop-art,1,�,�,Wednesday,10,0,1,6147.39,9.17656,8.72378
4.1025e+06,Barnett Newman,1905,USD,0,0,0,0,2012-08-05 00:00:00,0,oil,canvas,0,0,0.5632,6,4,11,8049,new york,20,American,M,abstractionism,1,�,�,Tuesday,5,1,0,4.45408e+06,15.2271,15.3093
2.3028e+06,Edgar Degas,1834,USD,1,0,0,1,2015-05-15 00:00:00,1,pastel,paper,0,0,0.3371,3,3,4,3191,new york,19,French,M,impressionism,1,�,�,Friday,5,0,0,647188,14.6496,13.3804
630340,Rene Magritte,1898,GBP,1,0,0,0,2017-02-28 00:00:00,1,oil,canvas,0,0,0.3758,4,2,5,5991,london,20,Belgian,M,surrealism,1,�,�,Tuesday,2,0,0,809941,13.354,13.6047
3353.28,Henry Moore,1898,GBP,1,0,0,0,2012-09-20 00:00:00,1,lithograph,paper,0,0,0.5099,0,0,0,0,london,20,English,M,organic abstraction,1,sculptor,�,Thursday,9,0,1,2882.37,8.11769,7.96637
74406.6,Ed Ruscha,1937,USD,0,0,0,0,2019-09-27 00:00:00,1,lithograph,paper,0,0,0.5426,0,2,0,0,new york,20,American,M,pop-art,1,coeval,�,Friday,9,0,1,50000,11.2173,10.8198
2.18058e+06,Jean-Michel Basquiat,1960,USD,1,0,0,0,2004-11-05 00:00:00,1,oil,canvas,1,0,2.5538,4,2,6,5381,new york,20,Afro-American,M,neo-expressionism,1,�,�,Tuesday,5,0,0,1.62422e+06,14.5951,14.3005
412647,Egon Schiele,1890,USD,1,0,0,1,2009-04-11 00:00:00,1,gouache,paper,0,0,0.1522,0,2,0,1134,new york,20,Austrian,M,expressionism,1,�,�,Wednesday,11,0,0,476668,12.9303,13.0746
989631,Rene Magritte,1898,GBP,1,0,0,0,2006-06-02 00:00:00,1,oil,canvas,0,0,0.3907,2,5,4,2449,london,20,Belgian,M,surrealism,1,�,�,Monday,2,0,0,328275,13.8051,12.7016
10230.9,Max Beckmann,1884,USD,0,0,0,0,2009-01-30 00:00:00,1,drypoint,paper,0,0,0.081,0,0,0,0,new york,20,German,M,expressionism,0,migrant,�,Friday,1,0,1,9533.36,9.23317,9.16255
6185.05,Lucio Fontana,1899,EUR,1,0,0,0,2013-04-16 00:00:00,1,ink,paper,0,0,0.055,0,2,0,0,amsterdam,20,Italian,M,abstractionism,0,migrant,�,Tuesday,4,0,0,6422.24,8.72989,8.76752
1.98183e+07,Paul Signac,1863,USD,1,0,0,0,2007-06-11 00:00:00,1,oil,canvas,0,0,0.5405,10,5,21,18324,new york,19,French,M,neo-impressionism,1,�,�,Tuesday,11,0,0,1.47962e+07,16.8021,16.5099
3608.63,Sir Peter Paul Rubens,1577,GBP,1,1,1,1,2006-09-20 00:00:00,0,oil,canvas,0,0,1.3972,0,0,0,0,london,17,Netherlander,M,baroque,1,�,�,Wednesday,9,0,0,1313.1,8.19108,7.18015
328288,Chaim Soutine,1893,GBP,0,0,0,0,2011-10-02 00:00:00,1,oil,canvas,0,0,0.3663,1,1,2,0,london,20,Jew,M,expressionism,1,�,�,Thursday,2,0,0,176521,12.7016,12.0812
427295,Fernand Leger,1881,GBP,1,0,0,0,2005-10-02 00:00:00,1,gouache,paper,0,0,0.0843,0,5,0,2149,london,20,French,M,cubism,1,communist,�,Thursday,2,0,0,254149,12.9652,12.4457
1.2632e+06,Sir Peter Paul Rubens,1577,GBP,1,1,1,1,1999-09-07 00:00:00,1,oil,canvas,0,0,0.3286,4,4,11,3727,london,17,Netherlander,M,baroque,1,�,�,Friday,7,0,0,357555,14.0492,12.787
451854,Sir Peter Paul Rubens,1577,GBP,1,1,1,1,2003-08-07 00:00:00,0,chalk,paper,0,0,0.0523,0,0,4,5709,london,17,Netherlander,M,baroque,1,�,�,Tuesday,7,0,0,359742,13.0211,12.7931
3.53826e+07,Pablo Picasso,1881,USD,1,0,0,0,2013-04-11 00:00:00,1,oil,panel,0,0,1.0302,20,3,12,12673,new york,20,Spaniard,M,cubism,1,migrant,�,Monday,11,0,0,1.31693e+07,17.3817,16.3934
653955,Pierre-Auguste Renoir,1841,GBP,0,0,0,0,2010-06-24 00:00:00,1,oil,canvas,0,0,0.1136,0,2,0,1699,london,19,French,M,impressionism,1,�,�,Thursday,6,0,0,379361,13.3908,12.8462
1.95417e+07,Jean-Michel Basquiat,1960,GBP,1,0,0,0,2018-06-03 00:00:00,1,oil,canvas,0,0,2.3747,4,7,2,9065,london,20,Afro-American,M,neo-expressionism,1,�,�,Tuesday,3,0,0,1.97657e+07,16.7881,16.7995
44278.2,Pierre-Auguste Renoir,1841,GBP,0,0,0,0,2013-06-19 00:00:00,1,pencil,paper,0,0,0.0802,0,1,2,0,london,19,French,M,impressionism,1,�,�,Wednesday,6,0,0,35509.5,10.6982,10.4776
2.56115e+06,Joan Miro,1893,EUR,0,0,0,0,2015-10-22 00:00:00,1,oil,toile,0,0,0.8154,0,3,3,9260,paris,20,Catalonian,M,abstractionism,1,migrant,�,Thursday,10,0,0,1.89367e+06,14.756,14.454
15919.9,Lucio Fontana,1899,GBP,1,0,0,0,2006-06-04 00:00:00,1,charcoal,card,0,0,0.3498,0,0,0,92,london,20,Italian,M,abstractionism,0,migrant,�,Thursday,4,0,0,11489.6,9.67532,9.3492
15050.2,Donald Judd,1928,GBP,0,0,0,0,2002-10-23 00:00:00,0,pencil,paper,0,0,0.4801,0,1,0,0,london,20,American,M,minimalism,1,sculptor,�,Wednesday,10,1,0,11037.2,9.61915,9.30903
4761.64,Pierre-Auguste Renoir,1841,GBP,0,0,0,0,2004-03-06 00:00:00,1,lithograph,paper,0,0,0.0653,0,0,0,0,london,19,French,M,impressionism,1,�,�,Thursday,6,0,0,2627.71,8.46835,7.87387
14924.1,Max Beckmann,1884,USD,0,0,0,0,2017-11-14 00:00:00,1,pencil,paper,0,0,0.0387,1,2,0,796,new york,20,German,M,expressionism,0,migrant,�,Tuesday,11,0,0,31289.7,9.61073,10.351
592153,Paul Gauguin,1848,GBP,1,0,0,0,2002-04-02 00:00:00,1,ink,paper,0,0,0.0897,6,5,3,2376,london,19,French,M,post-impressionism,1,migrant,�,Monday,2,0,0,478281,13.2915,13.078
7545.31,Rene Magritte,1898,GBP,1,0,0,0,2006-09-20 00:00:00,1,etching,paper,0,0,0.0156,0,0,0,0,london,20,Belgian,M,surrealism,1,�,�,Wednesday,9,0,0,3282.75,8.92868,8.09644
8495.46,Paul Signac,1863,GBP,1,0,0,0,2015-06-26 00:00:00,1,gouache,paper,0,0,0.0168,0,3,0,60,london,19,French,M,neo-impressionism,1,�,�,Friday,6,0,0,6980.24,9.04729,8.85084
6.81543e+06,Andy Warhol,1928,GBP,0,0,0,0,2006-08-02 00:00:00,1,ink,canvas,0,0,1.0387,1,2,0,6166,london,20,American,M,pop-art,1,homosexual,�,Wednesday,2,0,0,1.96965e+06,15.7347,14.4934
325462,Egon Schiele,1890,USD,1,0,0,1,2010-05-05 00:00:00,1,pencil,paper,0,0,0.1879,0,2,0,61,new york,20,Austrian,M,expressionism,1,�,�,Wednesday,5,0,0,234488,12.693,12.3652
26695.6,Maurice de Vlaminck,1876,USD,1,0,0,0,2013-09-05 00:00:00,1,ink,paper,0,0,0.2712,0,2,0,205,new york,20,French,M,fauvism,1,�,�,Thursday,5,0,0,24143.8,10.1923,10.0918
3.2057e+06,Pablo Picasso,1881,USD,1,0,0,0,2016-12-05 00:00:00,1,oil,canvas,0,0,0.529,1,4,4,8587,new york,20,Spaniard,M,cubism,1,migrant,�,Thursday,5,0,1,3.72823e+06,14.9804,15.1314
7876.52,Kees van Dongen,1877,EUR,1,0,0,0,2004-09-06 00:00:00,1,lithograph,board,0,0,0.1028,0,0,0,0,amsterdam,20,Netherlander,M,fauvism,1,migrant,�,Wednesday,6,0,1,3960.4,8.97164,8.2841
46384.1,Alexander Calder,1898,GBP,1,0,0,0,2007-12-13 00:00:00,1,gouache,paper,0,0,0.4452,0,3,0,99,london,20,American,M,abstractionism,1,sculptor,�,Thursday,12,0,0,27129.4,10.7447,10.2084
1.80959e+06,Domenico Gnoli,1933,GBP,0,0,0,0,2011-10-14 00:00:00,1,oil,canvas,0,0,1.5953,6,6,3,7418,london,20,Italian,M,surrealism,1,migrant,scenographer,Friday,10,0,0,514853,14.4086,13.1516
367132,Pablo Picasso,1881,USD,1,0,0,0,2017-05-16 00:00:00,1,pastel,card,0,0,0.0748,1,7,0,2259,new york,20,Spaniard,M,cubism,1,migrant,�,Tuesday,5,0,1,365047,12.8135,12.8078
1.16133e+06,Egon Schiele,1890,USD,1,0,0,1,2006-02-05 00:00:00,1,pencil,paper,0,0,0.2129,0,2,0,1027,new york,20,Austrian,M,expressionism,1,�,�,Tuesday,5,0,0,1.58524e+06,13.9651,14.2762
1.13802e+07,Pablo Picasso,1881,GBP,1,0,0,0,2006-06-20 00:00:00,1,oil,canvas,0,0,1.8816,5,2,6,5719,london,20,Spaniard,M,cubism,1,migrant,�,Tuesday,6,0,0,6.23722e+06,16.2474,15.646
6.55122e+06,Mark Rothko,1903,USD,0,0,0,0,2019-05-15 00:00:00,1,oil,canvas,0,0,3.2631,0,6,2,7247,new york,20,Jew,M,abstract expressionism,1,�,�,Wednesday,5,1,0,5e+06,15.6952,15.4249
1776.36,Pierre Bonnard,1867,GBP,1,0,0,0,2013-11-26 00:00:00,1,lithograph,board,0,0,0.4422,0,0,0,0,london,20,French,M,nabism,1,�,�,Tuesday,11,0,1,2130.57,7.48232,7.66414
197652,Pierre-Auguste Renoir,1841,GBP,0,0,0,0,2006-07-02 00:00:00,1,oil,canvas,0,0,0.0459,0,1,1,383,london,19,French,M,impressionism,1,�,�,Tuesday,2,0,0,65655,12.1943,11.0922
187183,Alexander Calder,1898,USD,1,0,0,0,2013-11-13 00:00:00,1,gouache,paper,0,0,0.8231,1,1,0,108,new york,20,American,M,abstractionism,1,sculptor,�,Wednesday,11,1,0,65846.7,12.1398,11.0951
3.58869e+06,Edgar Degas,1834,USD,1,0,0,1,2019-05-13 00:00:00,1,pastel,panel,0,0,0.6901,1,4,4,5977,new york,19,French,M,impressionism,1,�,�,Monday,5,0,0,3e+06,15.0933,14.9141
127813,Georges Braque,1882,EUR,1,0,0,0,2015-10-22 00:00:00,1,oil,toile,0,0,0.0456,0,4,0,129,paris,20,French,M,cubism,1,�,�,Thursday,10,0,0,100996,11.7583,11.5228
4.64293e+06,Rene Magritte,1898,GBP,1,0,0,0,2014-06-24 00:00:00,1,gouache,paper,0,0,0.1251,2,3,1,5289,london,20,Belgian,M,surrealism,1,�,�,Tuesday,6,0,0,1.3977e+06,15.3509,14.1503
750260,Damien Hirst,1965,GBP,0,0,0,0,2009-10-16 00:00:00,1,etching,canvas,0,0,1.6723,0,3,0,2259,london,21,English,M,installation,1,coeval,�,Friday,10,0,0,462700,13.5282,13.0448
43618.6,Alexander Calder,1898,USD,1,0,0,0,2010-09-22 00:00:00,1,gouache,paper,0,0,0.46,0,3,0,109,new york,20,American,M,abstractionism,1,sculptor,�,Wednesday,9,0,0,41035.5,10.6832,10.6222
3.5209e+06,Paul Signac,1863,USD,1,0,0,0,2016-11-16 00:00:00,1,oil,canvas,0,0,0.1556,1,5,7,7473,new york,19,French,M,neo-impressionism,1,�,�,Wednesday,11,0,1,3.19562e+06,15.0742,14.9773
45848.7,Piero Manzoni,1933,GBP,0,0,0,0,2000-06-12 00:00:00,1,ink,board,0,0,0.0087,8,3,1,0,london,20,Italian,M,conceptualism,1,�,�,Wednesday,12,0,0,38430.6,10.7331,10.5566
29860,Marc Chagall,1887,GBP,1,0,0,0,2007-08-02 00:00:00,1,pencil,paper,0,0,0.0711,6,2,1,894,london,20,Jew,M,modernism,1,migrant,�,Thursday,2,0,0,19150.2,10.3043,9.86007
146800,Alexander Calder,1898,USD,1,0,0,0,2014-05-14 00:00:00,1,ink,board,0,0,0.7998,0,4,0,110,new york,20,American,M,abstractionism,1,sculptor,�,Wednesday,5,1,0,32397.8,11.8968,10.3858
1.96501e+06,Paul Signac,1863,GBP,1,0,0,0,2020-05-02 00:00:00,1,oil,canvas,0,0,0.5311,1,10,7,5686,london,19,French,M,neo-impressionism,1,�,�,Wednesday,2,0,0,2.07082e+06,14.491,14.5435
286806,Max Ernst,1891,USD,1,0,0,0,2008-07-05 00:00:00,1,oil,paper,0,0,0.3499,0,4,1,0,new york,20,German,M,dadaism,1,migrant,�,Wednesday,5,0,0,142492,12.5666,11.867
13130.8,Maurice de Vlaminck,1876,GBP,1,0,0,0,2002-09-04 00:00:00,1,ink,paper,0,0,0.1632,0,2,0,185,london,20,French,M,fauvism,1,�,�,Tuesday,4,0,0,22074.5,9.48272,10.0022
2.55727e+06,El Greco,1541,GBP,0,0,1,1,2006-06-07 00:00:00,0,oil,panel,0,0,0.3181,1,6,11,2821,london,16,Greek,M,mannerism,1,migrant,�,Thursday,7,0,0,984824,14.7544,13.8002
912514,Kees van Dongen,1877,EUR,1,0,0,0,2015-03-26 00:00:00,1,oil,paper,0,0,0.3076,2,5,0,5502,paris,20,Netherlander,M,fauvism,1,migrant,�,Thursday,3,0,0,378734,13.724,12.8446
2.40668e+06,Camille Pissarro,1830,USD,1,1,0,0,2013-08-05 00:00:00,1,oil,canvas,0,0,0.2543,1,4,4,3901,new york,19,French,M,impressionism,1,�,�,Wednesday,5,0,0,2.74361e+06,14.6938,14.8248
7472.1,Cy Twombly,1928,GBP,0,0,0,0,2016-10-27 00:00:00,0,lithograph,paper,0,0,0.4214,0,0,0,0,london,20,American,M,abstract expressionism,1,migrant,�,Thursday,10,0,1,6893.28,8.91893,8.8383
1.61565e+06,John Singer Sargent,1856,USD,1,1,1,1,2016-05-19 00:00:00,1,oil,canvas,0,0,0.2277,6,7,13,9190,new york,19,American,M,impressionism,1,migrant,�,Thursday,5,0,0,1.91737e+06,14.2952,14.4665
109742,Andy Warhol,1928,USD,0,0,0,0,2016-11-16 00:00:00,1,ink,canvas,0,0,0.2065,0,2,0,176,new york,20,American,M,pop-art,1,homosexual,�,Wednesday,11,0,1,85216.6,11.6059,11.353
1.51146e+07,Edouard Manet,1832,USD,1,1,0,1,2018-08-05 00:00:00,1,oil,canvas,0,0,0.08,15,9,22,0,new york,19,French,M,impressionism,1,�,�,Tuesday,5,0,0,1.01812e+07,16.5312,16.1361
2210.25,Lucio Fontana,1899,GBP,1,0,0,0,2002-04-18 00:00:00,1,lithograph,paper,0,0,0.1628,0,0,0,0,london,20,Italian,M,abstractionism,0,migrant,�,Thursday,4,0,1,1471.63,7.70086,7.29413
180514,John Singer Sargent,1856,USD,1,1,1,1,2010-01-12 00:00:00,1,charcoal,paper,0,0,0.2933,1,4,2,278,new york,19,American,M,impressionism,1,migrant,�,Wednesday,12,0,0,117244,12.1036,11.672
953726,Pierre-Auguste Renoir,1841,GBP,0,0,0,0,2015-05-02 00:00:00,1,oil,canvas,0,0,0.1237,0,9,1,4381,london,19,French,M,impressionism,1,�,�,Thursday,2,0,0,767827,13.7681,13.5513
581970,Peter Doig,1959,USD,0,0,0,0,2003-11-11 00:00:00,1,oil,canvas,0,0,5.7735,0,3,0,3856,new york,21,Scottish,M,magical realism,1,coeval,�,Tuesday,11,0,0,416927,13.2742,12.9407
1.34129e+06,Pablo Picasso,1881,USD,1,0,0,0,2014-06-11 00:00:00,1,oil,canvas,0,0,0.0392,1,3,0,3994,new york,20,Spaniard,M,cubism,1,migrant,�,Thursday,11,0,0,971933,14.1091,13.787
206792,Egon Schiele,1890,USD,1,0,0,1,2005-05-05 00:00:00,1,oil,board,0,0,0.0377,0,0,0,61,new york,20,Austrian,M,expressionism,1,�,�,Thursday,5,0,0,104728,12.2395,11.5591
78158.1,Henri Matisse,1869,USD,1,0,0,0,2008-07-11 00:00:00,1,ink,paper,0,0,0.1044,0,2,0,68,new york,20,French,M,fauvism,1,�,�,Friday,11,0,0,71246,11.2665,11.1739
614236,Juan Gris,1887,GBP,1,0,0,0,2005-10-02 00:00:00,1,oil,canvas,0,0,0.1365,1,4,3,1172,london,20,Spaniard,M,cubism,1,migrant,�,Thursday,2,0,0,254149,13.3281,12.4457
1.85059e+06,Christopher Wool,1955,GBP,0,0,0,0,2020-10-07 00:00:00,1,graphite,paper,0,0,0.6542,1,3,0,4656,london,20,American,M,postconceptualism,1,coeval,�,Friday,7,1,0,2.32967e+06,14.431,14.6612
1626.3,Pierre Bonnard,1867,USD,1,0,0,0,2011-05-04 00:00:00,1,lithograph,paper,0,0,0.0842,0,0,0,0,new york,20,French,M,nabism,1,�,�,Tuesday,4,0,1,2273.12,7.39406,7.72891
2.05853e+06,Pieter Brueghel II,1564,GBP,1,1,1,1,2005-08-07 00:00:00,0,oil,panel,0,0,0.7756,0,4,0,4342,london,17,Netherlander,M,renaissance,1,�,�,Friday,7,0,0,1.35546e+06,14.5375,14.1197
